,Datetime,Tweet Id,original_text,id_x,id_y,name,place_type,full_name,country,bounding_box,centroid
1926,2022-07-22 18:36:39+00:00,1550550407717462016,"Is Real. Is not always malaria. Take that break. #tgif @ Ibadan, Nigeria https://t.co/XVhoLccuER",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
1925,2022-07-22 19:19:50+00:00,1550561273661849600,Comparing Burnaboy with Omah Lay should be considered a National crime cause e be like say you get malaria.,011a942e0a0e8fb2,011a942e0a0e8fb2,Lagos,admin,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7063037, 6.3703877], [2.7063037, 6.6985461], [4.350022, 6.6985461], [4.350022, 6.3703877], [2.7063037, 6.3703877]]]}","[3.711223629931398, 6.534464]"
1924,2022-07-22 19:30:30+00:00,1550563958397992961,Na Buju wey dey do features with Dave na him Ruger talk say e better pass?? Must be malaria.,011a942e0a0e8fb2,011a942e0a0e8fb2,Lagos,admin,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7063037, 6.3703877], [2.7063037, 6.6985461], [4.350022, 6.6985461], [4.350022, 6.3703877], [2.7063037, 6.3703877]]]}","[3.711223629931398, 6.534464]"
1923,2022-07-23 01:17:17+00:00,1550651229876850688,ORDER YOUR ELECTRIC MOSQUITO KILLER NOW AND KILL ALL THOSE MOSQUITOES THAT ARE GIVING YOU MALARIA AND SLEEPLESS NIGHT @ Ughelli Market Road https://t.co/m4KIIXWwDr,0065606f2ade5417,0065606f2ade5417,Ughelli,city,"Ughelli, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[5.9765585, 5.4703937], [5.9765585, 5.5154448], [6.0373568, 5.5154448], [6.0373568, 5.4703937], [5.9765585, 5.4703937]]]}","[5.999689546841962, 5.492892100000001]"
1922,2022-07-23 06:33:55+00:00,1550730913511874560,"The cold aspect was the worst... I rarely get cold but with the malaria twas easy. 

I was having some chest and breathing pains... Thankfully, I'm getting better. https://t.co/E3oHytlKnW",00dfa50d5c526a40,00dfa50d5c526a40,Owerri,city,"Owerri, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.9820783, 5.4522716], [6.9820783, 5.5448138], [7.0775981, 5.5448138], [7.0775981, 5.4522716], [6.9820783, 5.4522716]]]}","[7.030066676760888, 5.4986147]"
1920,2022-07-23 11:13:33+00:00,1550801286936813570,You want attention I give someone that sends me money? Na ment or Malaria😂💔,01e9308446d7928e,01e9308446d7928e,Ikorudu,city,"Ikorudu, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4374437, 6.529347], [3.4374437, 6.722446], [3.5733824, 6.722446], [3.5733824, 6.529347], [3.4374437, 6.529347]]]}","[3.5057679191471074, 6.6259017]"
1916,2022-07-23 20:38:18+00:00,1550943408298070016,"While monitoring the Seasonal Malaria Chemoprevention at Mallam Audu and Lapo communities, Yorro LGA, Taraba State, a little tourism was observed. https://t.co/bHrUeICkLQ",07d9f2860a488000,07d9f2860a488000,Jalingo,poi,Jalingo,Nigeria,"{'type': 'Polygon', 'coordinates': [[[11.354599295702881, 8.937319604597088], [11.354599295702881, 8.937319604597088], [11.354599295702881, 8.937319604597088], [11.354599295702881, 8.937319604597088], [11.354599295702881, 8.937319604597088]]]}","[11.354599295702881, 8.937319604597088]"
1910,2022-07-24 11:27:59+00:00,1551167305324941312,"There is malaria and typhoid in the air. My roommate and I are still recovering from ours, now my brother 🫠😑 y’all take care of yourselves 🥺",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1909,2022-07-24 22:03:37+00:00,1551327269028855809,"Tomorrow will be the second time i will be going for a test, indai naci ne ya qare kan malaria and typhoid😪💔 Allah ya qara mana lafia https://t.co/0nm60GXhqO",006c6743642cb09c,006c6743642cb09c,Kaduna,city,"Kaduna, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3566227, 10.4252617], [7.3566227, 10.5972283], [7.4880222, 10.5972283], [7.4880222, 10.4252617], [7.3566227, 10.4252617]]]}","[7.423609391847825, 10.5112406]"
1901,2022-07-25 09:57:54+00:00,1551507021178052608,"I was down with malaria this day, the previous day was liquorose cares, dad said Won fi liquorose se e ni?😂 Omo I couldn’t even wear a wig, I looked unkempt too but was it worth it? Again Yes! Her smile and hug oh God Yes! #1YearWithLiquorose
LIQUOROSE TILL INFINITY
#Liquolions https://t.co/kxIs8FJA1T",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1899,2022-07-25 14:38:21+00:00,1551577602254675976,I don’t mind Beauty having Malaria so she can stay off alcohol,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1896,2022-07-26 05:49:54+00:00,1551807000224333826,"The role of youths in the fight against malaria can not be overemphasized, within just 1yr of its existence the Kenya Malaria Youth Army @MalariaYouthKE have set the pace for lots of other youth armies across the African continent.

Proud to be associated with the team! 
👏👏👏 https://t.co/BLyZLFSbqA",00578fa8439c228a,00578fa8439c228a,Ogun,admin,"Ogun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.6654364, 6.287653], [2.6654364, 7.9763149], [4.6189619, 7.9763149], [4.6189619, 6.287653], [2.6654364, 6.287653]]]}","[3.2799023538295007, 7.1323966500000004]"
1894,2022-07-26 10:23:09+00:00,1551875763271507970,It's like no drug associated with malaria can ever taste good 😖😷,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1893,2022-07-26 12:54:06+00:00,1551913752861327360,When are they going to discover malaria vaccine or a drug that can cure one totally? We don't want to hear about New vectors https://t.co/AJAhvde1Ll,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1890,2022-07-26 18:21:42+00:00,1551996194246823942,"A new severe Vector of Malaria and a new discovery👇🏾.

https://t.co/DyHV9IOXu4",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1887,2022-07-26 19:34:57+00:00,1552014631648083969,I worked claims today and I saw how much it is to treat malaria in the hospital and I just thank God I don't fall ill like that. 😭,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1886,2022-07-26 20:27:13+00:00,1552027781990694913,"Episode 2
Malaria 
Do you know

That malaria has killed more people than any single source of human mortality globally 

Nigerians and most Africans have immunity to the dangerous nature of malaria due to the fact that overtime we have been able to develop
#PublicHealth",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1883,2022-07-27 09:07:57+00:00,1552219227255357442,Malaria leave me oooo,01365f55759c96e3,01365f55759c96e3,Bayelsa,admin,"Bayelsa, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[5.3763849, 4.2696685], [5.3763849, 5.4163688], [6.6254268, 5.4163688], [6.6254268, 4.2696685], [5.3763849, 4.2696685]]]}","[5.920395964256946, 4.84330825]"
1881,2022-07-27 09:20:27+00:00,1552222372148699136,The fear of taking malaria drugs...,01365f55759c96e3,01365f55759c96e3,Bayelsa,admin,"Bayelsa, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[5.3763849, 4.2696685], [5.3763849, 5.4163688], [6.6254268, 5.4163688], [6.6254268, 4.2696685], [5.3763849, 4.2696685]]]}","[5.920395964256946, 4.84330825]"
1872,2022-07-27 18:56:51+00:00,1552367428495196163,"Thank you my brother, a malaria-free Nigeria is possible &amp; I hope to witness it in my life time. I won't stop fighting #malaria, I have lost enough and won't lose anymore person to malaria. 

We need to hold our government accountable to be sure these monies were well utilized! https://t.co/B727drGXK6",005e37ac2277683b,005e37ac2277683b,Barakin Akawo,city,"Barakin Akawo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8212193, 9.831517], [8.8212193, 9.8915058], [8.8779248, 9.8915058], [8.8779248, 9.831517], [8.8212193, 9.831517]]]}","[8.848340656595433, 9.861638]"
1871,2022-07-27 19:21:09+00:00,1552373544658649094,"Mosquito go bite you once, u don get malaria.. 👀 U never suffer 😂😂",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2047,2022-07-28 12:31:31+00:00,1552632846996721664,Malaria is evil fr🤧,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
2046,2022-07-28 13:44:47+00:00,1552651281558188034,"I'm happy about this upcoming event by the Malaria Youth Army in Cameroon , if you're in Yaounde within the dates kindly attend and you'll learn so much! 

#ZeroMalariaStartsWithMe https://t.co/8J0pCb6AQN",005e37ac2277683b,005e37ac2277683b,Barakin Akawo,city,"Barakin Akawo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8212193, 9.831517], [8.8212193, 9.8915058], [8.8779248, 9.8915058], [8.8779248, 9.831517], [8.8212193, 9.831517]]]}","[8.848340656595433, 9.861638]"
2043,2022-07-28 18:23:30+00:00,1552721423046770688,"Me -  hmmm I’d like to be snatched by Saturday, let me start wearing my waist trainer 
Malaria - aiii bet say no more g 

Now na me dey suffer",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
2027,2022-07-29 20:30:54+00:00,1553115873052958720,"Cattarh is really terrible and I hate it so much. Coupled with sore throat and malaria 😢

 I don't like how I am feeling at all🤕",00c822476a63c75b,00c822476a63c75b,Kwara,admin,"Kwara, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7286875, 7.9862746], [2.7286875, 10.1837937], [6.2165322, 10.1837937], [6.2165322, 7.9862746], [2.7286875, 7.9862746]]]}","[4.566899343669748, 9.08481905]"
2025,2022-07-29 21:03:48+00:00,1553124152567103489,Now I’m back upstairs praying these people will have sense till morning. I’m one mosquito bite away from malaria third time in two months🥲 https://t.co/LEsNAWSgok,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
2020,2022-07-30 03:20:50+00:00,1553219037345333248,Malaria and body pain have collect sleep from me for days and nights now 😭😭😭,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
2018,2022-07-30 06:48:21+00:00,1553271260234268672,Yah Allah! Heal me from this malaria o.🤲🤲,00578fa8439c228a,00578fa8439c228a,Ogun,admin,"Ogun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.6654364, 6.287653], [2.6654364, 7.9763149], [4.6189619, 7.9763149], [4.6189619, 6.287653], [2.6654364, 6.287653]]]}","[3.2799023538295007, 7.1323966500000004]"
2011,2022-07-30 22:58:22+00:00,1553515373844127744,Malaria ya shige ni da kyau. Last time Malaria hold me like this was 2020,01e40dfa286fa1f3,01e40dfa286fa1f3,Minna,city,"Minna, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.5013564, 9.5637137], [6.5013564, 9.6760284], [6.5841138, 9.6760284], [6.5841138, 9.5637137], [6.5013564, 9.5637137]]]}","[6.548685357657578, 9.6198575]"
1995,2022-07-31 17:06:42+00:00,1553789261895401479,"Not this woman in this hospital telling me she uses water to prevent malaria...Lmao

Malaria never hold you😅😅😅",01ca6d740243aa31,01ca6d740243aa31,Rivers,admin,"Rivers, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.351687, 4.3176116], [6.351687, 5.7275834], [7.5957889, 5.7275834], [7.5957889, 4.3176116], [6.351687, 4.3176116]]]}","[6.831420614697573, 5.022698350000001]"
1989,2022-08-01 03:54:44+00:00,1553952344278179840,"You guys are still on rescue mission after 7years?

Na ment abi malaria? https://t.co/EpzB9bFmh2",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
1988,2022-08-01 05:46:55+00:00,1553980574716641282,"Starting a month being sick..
Malaria u do this one",0008cb6457ff0b55,0008cb6457ff0b55,Port Harcourt,city,"Port Harcourt, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.9380658, 4.7337699], [6.9380658, 4.9154902], [7.1244854, 4.9154902], [7.1244854, 4.7337699], [6.9380658, 4.7337699]]]}","[7.01751959342015, 4.82465265]"
1985,2022-08-01 18:19:02+00:00,1554169853493366784,"I remember 2020, at Ikeja along, besides the pedestrian bridge, I crossed the road cuz I saw some boys crossing, omo them nab, I almost cry tears, na with abeg them collect 2500 for my hand, at the name of black malaria, tears nearly drop.",01ed1f9a43bfb9bd,01ed1f9a43bfb9bd,Victoria Island,city,"Victoria Island, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4023218, 6.3962643], [3.4023218, 6.4867971], [3.6013694, 6.4867971], [3.6013694, 6.3962643], [3.4023218, 6.3962643]]]}","[3.4678846385647675, 6.4415264]"
1984,2022-08-01 18:43:01+00:00,1554175888018784256,"This was me last week. Mo ya run 2 factor authentication.
After treating malaria twice in two months https://t.co/wjCqTdmx9m",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1982,2022-08-01 22:43:15+00:00,1554236345790468096,"Sometimes,but whenever I start feeling that I know it’s malaria that’s doing me. https://t.co/KvNhhhLcfB",01c6b3874e737d86,01c6b3874e737d86,Jigawa,admin,"Jigawa, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.1102325, 10.9300459], [8.1102325, 13.034336], [10.6055671, 13.034336], [10.6055671, 10.9300459], [8.1102325, 10.9300459]]]}","[9.664593524126609, 11.9821379]"
1981,2022-08-02 05:15:36+00:00,1554335082718150658,Should be malaria😅 https://t.co/DtReZ9DQ3h,01bc8ac818b40abb,01bc8ac818b40abb,Ijoko,city,"Ijoko, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.1782461, 6.6975182], [3.1782461, 6.8501718], [3.3156171, 6.8501718], [3.3156171, 6.6975182], [3.1782461, 6.6975182]]]}","[3.20697496086278, 6.7738046]"
1980,2022-08-02 05:52:51+00:00,1554344458883325954,I hate the effects of malaria meds 🤮,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1974,2022-08-02 14:18:14+00:00,1554471642365140993,"The way I’ve been getting orders on @djigida_central has been a real blessing! With the way malaria has been flogging me, the packing of orders has brought me so much comfort! ☺️❤️. 

#AbujaTwitterCommunity 
#fashionplug
#fashionstore #abujafashionstore #pagesbydamicommerce",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1967,2022-08-03 07:55:48+00:00,1554737787747852294,"I beg you all this morning, don’t ever take your health for granted. Even if it’s a minor headache or even malaria, please get yourself treated!",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1966,2022-08-03 09:26:53+00:00,1554760707232636928,Malaria sex is totally different 💯🤦‍♂️,011a942e0a0e8fb2,011a942e0a0e8fb2,Lagos,admin,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7063037, 6.3703877], [2.7063037, 6.6985461], [4.350022, 6.6985461], [4.350022, 6.3703877], [2.7063037, 6.3703877]]]}","[3.711223629931398, 6.534464]"
1965,2022-08-03 10:18:58+00:00,1554773813942013956,Malaria you can't mess me up NEVER!😌,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1963,2022-08-03 19:03:22+00:00,1554905785976643584,"This is either ment or malaria, because what the fuvk?

And see how calm she is saying nonsense...

Mehn! This Finance Minister fell off https://t.co/e8LEqPW53H",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
1962,2022-08-03 20:23:10+00:00,1554925868908167168,We’ll resume taking orders on Monday please 🙏🏾 malaria decided to do me strong thing,0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
